titre_commentaire,commentaire,Date_Avis,Ville,Pays,Date_Sejour,Note,Photo,langue
"['club', 'empire', 'state', 'building']","['avon', 'séjourné', 'cet', 'hôtel', 'noël', 'somme', 'offert', 'empire', 'state', 'building', 'club', 'note', 'donc', 'basée', 'exclusivement', 'expérience', 'club', 'tout', 'abord', 'pouvez', 'certainement', 'économiser', 'argent', 'domaine', 'enregistrement', 'déjà', 'difficile', 'billet', 'dîner', 'noël', 'préparés', 'avon', 'rendre', 'visite', 'deux', 'autres', 'personnes', 'pouvoir', 'recevoir', 'payer', 'possible', 'réception', 'promis', 'faire', 'réservations', 'table', 'monsieur', 'réception', 'fait', 'collègue', 'fait', 'soir', 'avon', 'demandé', 'malgré', 'chaise', 'devant', 'comptoirs', 'accueil', 'individuels', 'client', 'autorisé', 'asseoir', 'tout', 'fera', 'debout']",févr 2022,Kaiserslautern, Allemagne,février 2022,2,no,de
"['tellement', 'amusant']","['décor', 'thème', 'plaisir', 'exceptionnel', 'adoré', 'sortir', 'tous', 'matins', 'profiter', 'vue', 'adoré', 'voir', 'iron', 'man', 'black', 'panther', 'captain', 'garder', 'lieux', 'façon', 'héroïque', 'ainsi', 'montgolfière', 'parcs', 'horizon', 'tout', 'monde', 'gentil', 'serviable', 'vraiment', 'respecté', 'normes', 'chambres', 'étages', 'chambres', 'passionnants', 'avon', 'adoré', 'aller', 'restaurant', 'bar', 'skyline', 'tellement', 'cool', 'amusante', 'voyage', 'mémorable', 'grâce', 'hotel', 'new', 'york']",févr 2022,None, None,février 2022,5,no,en
"['hôtel', 'très', 'agréable', 'luxueux']","['super', 'hôtel', 'bon', 'service', 'chambres', 'incroyablement', 'belle', 'luxueuses', 'petit', 'déjeuner', 'dîner', 'carte', 'délicieux', 'tout', 'hôtel', 'devenu', 'très', 'beau', 'reviendrons', 'certainement', 'ici', 'toute', 'touche', 'vraiment', 'géniale', 'avon', 'visité', 'piscine']",févr 2022,None, None,juin 2021,5,no,nl
"['excellent', 'séjour', 'tous', 'niveaux']","['suite', 'super', 'héros', 'novembre', 'avon', 'enchantés', 'émerveillés', 'dès', 'entrée', 'cet', 'immense', 'hall', 'entrée', 'tout', 'splendideaux', 'couleurs', 'direction', 'accueil', 'privatif', 'enregistrement', 'séjour', 'personnel', 'très', 'professionnelaimablerespectueux', 'hésite', 'renseigner', 'dès', 'moindre', 'interrogation', 'après', 'enregistrement', 'somme', 'allés', 'passer', 'journée', 'parcrevenus', 'vers', 'découvrir', 'cette', 'somptueuse', 'suite', 'merci', 'toutes', 'tous', 'toutes', 'petite', 'attention', 'profondément', 'touchées', 'surtout', 'enfants', 'waouh', 'dès', 'ouverture', 'porte', 'immense', 'chambreun', 'grand', 'salonune', 'salle', 'bain', 'magnifique', 'baignoire', 'spa', 'douche', 'italiennesans', 'parler', 'la…']",févr 2022,Maubeuge, France,novembre 2021,5,no,fr
"['service', 'étoiles', 'absents']","['hôtel', 'beau', 'expérience', 'immersive', 'réussie', 'personnel', 'gentillesse', 'extrême', 'mention', 'spéciale', 'candida', 'salle', 'petit', 'déjeuné', 'empire', 'state', 'club', 'tous', 'personnel', 'particulièrement', 'petit', 'soin', 'très', 'dévouéles', 'chambres', 'belle', 'bien', 'rénovées', 'bémol', 'salles', 'bain', 'rien', 'particulier', 'présentent', 'déjà', 'quelques', 'malfaçons', 'plus', 'grande', 'déception', 'repose', 'service', 'chambre', 'payant', 'personne', 'sachant', 'cet', 'hôtel', 'étoiles', 'chambre', 'empire', 'state', 'club', 'france', 'room', 'service', 'minimum', 'étoiles', 'payé', 'séjour', 'particulièrement', 'cher', 'obtenir', 'vrais', 'service', 'véritable', 'arnaque']",févr 2022,Meze, France,décembre 2021,3,no,fr
"['séjour', 'exceptionnel', 'lieu', 'fantastique']","['dès', 'instant', 'somme', 'entrés', 'hall', 'hôtel', 'avon', 'époustouflés', 'thème', 'manhattan', 'parfaitement', 'exécuté', 'partout', 'œuvres', 'art', 'souvenir', 'boutique', 'intègrent', 'parfaitement', 'personnel', 'sympathique', 'accueillant', 'très', 'serviable', 'tout', 'long', 'séjour', 'stockage', 'bagages', 'arrivée', 'très', 'efficace', 'livré', 'chambre', 'moment', 'somme', 'revenus', 'plus', 'tard', 'journée', 'chambre', 'ellemême', 'spacieuse', 'superbes', 'installation', 'prise', 'courant', 'britannique', 'bonne', 'surprise', 'compris', 'télévision', 'massive', 'possibilité', 'lancer', 'appareil', 'dessus', 'excellente', 'machine', 'thé', 'café', 'lit', 'oreillers', 'extrêmement', 'confortables', 'différents', 'type', 'ceux', 'préfèrent', 'oreiller', 'plus', 'doux', 'plus', 'ferme', 'petite', 'attention', 'comme', 'savon', 'logo', 'avenger', 'seul', 'morceau', 'de…']",févr 2022,Coleraine, Royaume-Uni,février 2022,5,yes,en
['weekend'],"['suite', 'réservation', 'groupée', 'hôtel', 'entrée', 'partir', 'hôtel', 'fort', 'regrettable', 'hôtel', 'indique', 'faille', 'récupérer', 'billet', 'entrée', 'hôtel', 'éviter', 'faire', 'minute', 'queue', 'revanche', 'hôtel', 'bar', 'restaurant', 'hauteur', 'prestation', 'recommandons']",févr 2022,Sassenage, France,février 2022,4,no,fr
"['juste', 'whaou']","['magnifique', 'hôtel', 'superbe', 'thématisation', 'immersion', 'univers', 'parfaite', 'chambres', 'vraiment', 'confortables', 'décoration', 'épurée', 'moderne', 'adoré', 'séjourner', 'cast', 'member', 'vraiment', 'adorable', 'chaleureux', 'écoute', 'gros', 'plus', 'rencontre', 'spider', 'man', 'fille', 'sortie', 'étoiles', 'plein', 'yeux', 'bar', 'restaurant', 'ainsi', 'boutique', 'top', 'hâte', 'revenir']",févr 2022,Le Muy, France,janvier 2022,5,yes,fr
['whaou'],"['avon', 'passé', 'nuit', 'hôtel', 'expérience', 'somme', 'ravis', 'accueil', 'excellentla', 'déco', 'fabuleuse', 'ambiance', 'magique', 'déconseille', 'restaurant', 'downtownun', 'peu', 'trop', 'bruyant', 'cast', 'gentillesse', 'hors', 'pair', 'recommande', 'espère', 'pourvoir', 'revenir', 'prix', 'freine', 'peu', 'fidélité']",févr 2022,Caen, France,février 2022,5,yes,fr
['magique'],"['première', 'fois', 'hôtel', 'habitons', 'minute', 'coup', 'habituellement', 'rentrons', 'chez', 'cette', 'fois', 'avon', 'réservé', 'jours', 'parcs', 'nuit', 'hôtel', 'découverte', 'incroyable', 'séjour', 'rêve', 'avon', 'pris', 'plein', 'yeux', 'chambre', 'spacieuse', 'magnifique', 'très', 'propre', 'lit', 'bien', 'grand', 'somme', 'grand', 'mari', 'accueil', 'chaleureux', 'petit', 'déjeuner', 'copieux', 'choix', 'qualité', 'avon', 'vraiment', 'passé', 'séjour', 'merveilleux', 'merci', 'étoiles', 'yeux']",févr 2022,Saint Brice Sous Foret, France,février 2022,5,yes,fr
['excellent'],"['très', 'bel', 'hôtel', 'bien', 'situé', 'bien', 'décoré', 'belle', 'piscine', 'petit', 'déjeuner', 'excellent', 'activités', 'proposées', 'enfants', 'possibilité', 'prendre', 'photo', 'spiderman', 'chambres', 'très', 'spacieuses', 'personnel', 'très', 'agréable', 'petits', 'soins', 'séjour', 'famille', 'parfait']",févr 2022,None, None,février 2022,5,yes,fr
"['très', 'bon', 'séjour']","['avon', 'passé', 'très', 'bon', 'séjour', 'cet', 'hôtel', 'personnel', 'très', 'accueillant', 'disponible', 'chambre', 'propre', 'literie', 'confortable', 'avon', 'chance', 'avoir', 'jolie', 'vue', 'château', 'depuis', 'chambre', 'lit', 'bébé', 'disposition', 'prises', 'recharger', 'voitures', 'électriques', 'très', 'agréable', 'reviendrons', 'plaisir']",févr 2022,None, None,février 2022,5,no,fr
"['très', 'organisé', 'surface']","['problème', 'réside', 'rapport', 'qualité', 'prix', 'chiffres', 'autour', 'nuit', 'savon', 'usé', 'porteserviette', 'cassé', 'minibar', 'vide', 'cafés', 'comptés', 'peut', 'discuter', 'reste', 'cependant', 'lié', 'studio', 'donc', 'certain', 'sen', 'contraint', 'cependant', 'tarification', 'hors', 'norme', 'parlez', 'concierge', 'problèmes', 'cidessus', 'prenez', 'note', 'ouì', 'ouì', 'messier', 'puis', 'foutent', 'somme']",févr 2022,Ospitaletto, Italie,février 2022,3,no,it
['magnifique'],"['séjour', 'incroyable', 'cadre', 'magnifique', 'tout', 'détail', 'personnel', 'très', 'accueillant', 'disposition', 'pleins', 'service', 'disponibles', 'passer', 'séjour', 'rêve', 'chambre', 'moderne', 'très', 'confortable', 'recommande', 'passer', 'agréable', 'moment']",févr 2022,None, None,février 2022,5,no,fr
"['séjour', 'chez']","['découverte', 'cet', 'hôtel', 'plonge', 'entièrement', 'univers', 'tout', 'fait', 'pensé', 'goût', 'équipes', 'super', 'accueillante', 'piscine', 'parfaite', 'après', 'journée', 'chambre', 'très', 'agréable', 'superbe', 'vue', 'lac', 'restaurant', 'peu', 'cher', 'malgré', 'tout']",févr 2022,Orange, France,février 2022,5,no,fr
"['degrés', 'nuit', 'hivers', 'chambres']","['avon', 'trouvés', 'cet', 'hôtel', 'très', 'joly', 'déco', 'top', 'contre', 'gros', 'problème', 'chauffage', 'clim', 'chambres', 'degrés', 'nuit', 'chambres', 'compliqué', 'connaissent', 'problème', 'arrivent', 'régler', 'dommage', 'étoiles', 'inadmissible', 'première', 'dernière', 'fois']",févr 2022,Sanary-sur-Mer, France,février 2022,4,yes,fr
"['séjour', 'très', 'agréable']","['déjà', 'venus', 'juin', 'ouverture', 'déjà', 'ravis', 'très', 'bel', 'hôtel', 'belle', 'prestations', 'personnel', 'souriant', 'accueillant', 'reviendrons', 'très', 'prochainement', 'grand', 'plaisir', 'seul', 'reproche', 'rien', 'voir', 'hôtel', 'difficulté', 'joindre', 'impossible', 'joindre', 'quelqu', 'avant', 'séjour']",févr 2022,None, None,février 2022,5,no,fr
"['étoiles', 'plein', 'yeux']","['avon', 'séjourné', 'hôtel', 'the', 'art', 'dire', 'somme', 'plongés', 'ambiance', 'début', 'fin', 'plus', 'grand', 'plaisir', 'hôtel', 'très', 'propre', 'petit', 'parfum', 'ambiance', 'très', 'agréable', 'décor', 'sublime', 'piscine', 'très', 'appréciable', 'après', 'journée', 'parcs', 'cast', 'member', 'très', 'sympathiques', 'concernant', 'chambre', 'propreté', 'irréprochable', 'bravo', 'agent', 'entretien', 'doivent', 'avoir', 'travail', 'colossal', 'équipement', 'très', 'suffisant', 'frigo', 'vittel', 'café', 'thé', 'gel', 'douche', 'shampoing', 'linge', 'toilette', 'literie', 'très', 'confortable', 'nuit', 'très', 'calme', 'malgré', 'immensité', 'hôtel', 'bravo', 'seul', 'petit', 'couac', 'réservé', 'chambre', 'vue', 'avon', 'vue', 'arbre', 'sportif…']",févr 2022,Rouen, France,février 2022,5,yes,fr
"['magnifique', 'séjour']","['avon', 'passé', 'famille', 'deux', 'nuits', 'sein', 'cet', 'hôtel', 'gardons', 'très', 'bon', 'souvenir', 'très', 'joliment', 'décoré', 'chambre', 'magnifique', 'parfum', 'ambiance', 'agréable', 'literie', 'très', 'confortable', 'chambre', 'comporte', 'tout', 'faut', 'passer', 'séjour', 'agréable', 'machine', 'expresso', 'table', 'repasser', 'nombreuses', 'prises', 'plusieurs', 'oreillers', 'eau', 'vittel', 'frigo', 'petit', 'déjeuner', 'très', 'bon', 'également', 'accompagné', 'jolie', 'musique', 'ambiance', 'personnel', 'souriant', 'attentionné', 'reviendrons', 'plaisir', 'superbe', 'hôtel']",févr 2022,Vireux-Wallerand, France,février 2022,5,no,fr
"['sentiment', 'mitigé']","['après', 'séjour', 'jours', 'cet', 'hôtel', 'avon', 'sentiment', 'peu', 'mitigé', 'hôtel', 'très', 'joli', 'moderne', 'respecte', 'bien', 'thème', 'service', 'rapport', 'qualitéprix', 'vraiment', 'respecté', 'avon', 'plusieurs', 'déception', 'pendant', 'trois', 'jours', 'attendu', 'hôtel', 'standing', 'chambre', 'moderne', 'élégante', 'lit', 'double', 'adultes', 'clairement', 'lit', 'double', 'approprié', 'adultes', 'jamais', 'problème', 'autres', 'hôtels', 'avon', 'vraiment', 'choquée', 'petite', 'taille', 'lit', 'concernant', 'petitdéjeuner', 'buffet', 'soir', 'pourrait', 'attendre', 'beaucoup', 'mieux', 'prix', 'avon', 'très', 'déçues', 'car', 'effet', 'très', 'peu', 'choix…']",févr 2022,Lyon, France,janvier 2022,3,no,fr
"['vacances', 'famille', 'février']","['bel', 'hôtel', 'beaucoup', 'petite', 'attention', 'partout', 'personnel', 'extrêmement', 'serviable', 'sympathique', 'enregistrement', 'départ', 'très', 'rapides', 'car', 'beaucoup', 'personnel', 'disponible', 'faire', 'avancer', 'file', 'attente', 'arrivé', 'bagages', 'chambre', 'après', 'avoir', 'reçu', 'heures', 'dire', 'chambres', 'prêtes', 'service', 'très', 'efficace', 'bar', 'skyline', 'super', 'ambiance', 'super', 'barmansserveurs', 'vue', 'lac', 'village', 'lumières', 'nocturne', 'baie', 'newport', 'absolument', 'magnifique', 'chambre', 'attenante', 'famille', 'personnes', 'donné', 'beaucoup', 'espace', 'lit', 'double', 'nombreux', 'sièges', 'hôtel', 'disneyland', 'fermé', 'rénovation', 'cela', 'avéré', 'être', 'excellente', 'alternative', 'jusqu', 'retour']",févr 2022,Dublin, Irlande,février 2022,5,no,en
"['meilleure', 'expérience']","['fan', 'hôtel', 'fantastique', 'tant', 'voir', 'avon', 'partagé', 'chambre', 'couple', 'amis', 'chambre', 'peu', 'étroit', 'cause', 'deux', 'lit', 'double', 'évidemment', 'avon', 'passé', 'plupart', 'temp', 'donc', 'problème', 'pendant', 'làbas', 'avon', 'créneau', 'prendre', 'petit', 'déjeuner', 'quand', 'somme', 'arrivés', 'restaurant', 'manhattan', 'malgré', 'utilisation', 'machine', 'sou', 'énorme', 'file', 'attente', 'jusqu', 'bout', 'couloir', 'avon', 'donc', 'choisi', 'prendre', 'petit', 'déjeuner', 'premier', 'jour', 'deuxième', 'jour', 'avon', 'dîné', 'centreville', 'petit', 'déjeuner', 'très', 'savoureux', 'très', 'bien', 'près', 'génial', 'avoir', 'pull', 'entre', 'deux', 'avon', 'également', 'utilisé', 'service', 'acheter', 'au…']",févr 2022,None, None,novembre 2021,5,yes,nl
"['hôtel', 'art', 'disneyland', 'paris']","['commencé', 'très', 'bien', 'niveau', 'qualité', 'chambres', 'effort', 'déployés', 'intérieur', 'autour', 'hôtel', 'rapidement', 'rencontré', 'problèmes', 'abord', 'coffrefort', 'fonctionnait', 'donc', 'tous', 'objets', 'valeur', 'emporter', 'pouvais', 'gérer', 'bien', 'alors', 'lendemain', 'matin', 'machine', 'café', 'craché', 'eau', 'recherche', 'canal', 'poils', 'pubiens', 'recherche', 'flotteurs', 'puis', 'couronner', 'tout', 'télévision', 'trop', 'incroyable', 'décidé', 'partir', 'mission', 'silencieuse', 'propre', 'non', 'sourdine', 'volume', 'lorsqu', 'élevé', 'toujours', 'rien', 'sortant', 'sujet', 'aussi', 'hôtel', 'pertinent', 'restaurant', 'appelé', 'annette', 'essayé', 'empocher', 'monnaie', 'deux', 'jours', 'consécutifs', 'comme', 'comme', 'pourboire', 'ferais', 'sentais', 'cela', 'méritait…']",févr 2022,Birmingham, Royaume-Uni,février 2022,3,no,en
"['belle', 'expérience']","['très', 'bel', 'hôtel', 'rénové', 'sent', 'bien', 'expérience', 'spiderman', 'décors', 'sympa', 'très', 'belle', 'chambre', 'connectée', 'chromecast', 'regarder', 'autre', 'petit', 'bémol', 'lit', 'lit', 'donc', 'bien', 'enfants', 'trop', 'petit', 'adultes', 'séquoia', 'comme', 'newport', 'normal', 'bar', 'top', 'super', 'cocktail', 'bon', 'pro', 'prix', 'avec…', 'retournera', 'plaisir', 'sûr', 'avoir', 'lit', 'plus', 'grand']",févr 2022,Rouen, France,février 2022,4,no,fr
"['hotel', 'sublime', 'froid']","['tres', 'bel', 'hôtel', 'juste', 'sublime', 'mêmemais', 'tellement', 'froidon', 'retrouve', 'chaleur', 'hôtels', 'caractérise', 'tant', 'groupe', 'cela', 'fait', 'trèstony', 'starken', 'temp', 'but', 'cela', 'réussi', 'fidèle', 'hôtels', 'ambiance', 'plus', 'chaleureuse', 'accroché', 'bien', 'quelle', 'personnel', 'juste', 'top', 'ultra', 'gentil', 'donc', 'rien', 'dire', 'coté', 'cest', 'juste', 'côté', 'usine', 'grand', 'espaces', 'métal', 'lequel', 'jai', 'mal', 'accrocher', 'ado', 'adoré', 'contre', 'chambres', 'belle', 'spacieuse', 'comme', 'anciennement', 'new', 'york', 'dommage', 'niveau', 'prestation', 'chambre', 'standard', 'plus', 'petits', 'gel', 'douche', 'baume', 'corporel', 'salle', 'bain', 'cependant', 'fourni', 'demande', 'car', 'jetais', 'persuadé', 'comme', 'npbc…']",janv 2022,Grenoble, France,janvier 2022,4,yes,fr
['tue'],"['excellent', 'hôtel', 'membres', 'personnel', 'exceptionnels', 'bon', 'fantastique', 'partout', 'propre', 'sent', 'bon', 'tout', 'bon', 'certains', 'membres', 'personnel', 'très', 'impolis', 'très', 'serviables', 'billet', 'fonctionnaientils', 'début', 'avon', 'donc', 'passé', 'heures', 'essayer', 'résoudre', 'problème', 'somme', 'bien', 'amusés', 'taille', 'lit', 'chambre', 'peu', 'petite', 'pouvait', 'mettre', 'climatisation', 'frais', 'chambre', 'fallait', 'donc', 'avoir', 'fenêtre', 'ouvert', 'constamment', 'réveillé', 'heures', 'ressemblait', 'outils', 'travail', 'sol']",janv 2022,Colchester, Royaume-Uni,décembre 2021,5,yes,en
"['anniversaire', 'rêve', 'famille', 'hotel', 'new', 'york', 'marve']","['anniversaire', 'rêve', 'hôtel', 'new', 'york', 'thé', 'art', 'retour', 'empire', 'state', 'club', 'fêter', 'fils', 'avon', 'passer', 'séjour', 'rêve', 'grâce', 'toute', 'équipe', 'empire', 'state', 'club', 'mention', 'frédéric', 'accueil', 'génial', 'attention', 'particulières😉', 'toute', 'famille', 'rêver', 'séjour', 'top', 'disneyland', 'restaurant', 'manathan', 'downtown', 'super', 'bar', 'skyline', 'équipe', 'juste', 'magic', 'sans', 'faute', 'grand', 'merci', 'très', 'vite❤️']",janv 2022,Aix-en-Provence, France,janvier 2022,5,no,fr
"['moyenne', 'chambre', 'rénovée', 'non', 'rénovée']","['avon', 'attendu', 'enregistrement', 'arrivé', 'heures', 'chambre', 'toujours', 'prête', 'vérifions', 'réception', 'trouve', 'nouvelle', 'chambre', 'oui', 'avon', 'pensé', 'jusqu', 'intérieur', 'chambre', 'sale', 'tach', 'brunes', 'cadre', 'lit', 'couette', 'époussetez', 'lapin', 'sol', 'tellement', 'fatigué', 'voyager', 'passer', 'journée', 'laissé', 'quand', 'somme', 'revenus', 'lendemain', 'femme', 'ménage', 'tout', 'nettoyé', 'donc', 'heureux', 'chambres', 'hôtel', 'rénovées', 'salle', 'bain', 'très', 'très', 'mauvais', 'état', 'fissure', 'murs', 'lavabo', 'tout', 'air', 'remanié', 'personnel', 'très', 'sympathique', 'très', 'serviable', 'particulier', 'boutique', 'réception', 'buffet', 'hôtel', 'très', 'bonne', 'odeur', 'pouvez', 'acheter', 'spray', 'prix', 'très', 'élevé', 'avon', 'visité', 'le…']",janv 2022,Bracknell, Royaume-Uni,octobre 2021,3,no,en
"['étoiles', 'plein', 'yeux']","['fan', 'juste', 'paradis', 'chambres', 'spacieuses', 'lumineuses', 'parfaitement', 'thème', 'point', 'vue', 'décoration', 'personnel', 'accueil', 'comme', 'restaurant', 'bar', 'extrêmement', 'aimable', 'compétent', 'vrai', 'plaisir', 'séjourner', 'condition', 'seul', 'bémol', 'restaurant', 'très', 'beau', 'propose', 'plat', 'grande', 'qualité', 'pense', 'cela', 'peut', 'être', 'amélioré', 'reviendrons', 'certainement', 'hôtel', 'dinerons', 'probablement', 'ailleurs', 'comme', 'séjour', 'dernière', 'minute', 'avon', 'temp', 'prévoir', 'autre', 'solution']",janv 2022,Bordeaux, France,décembre 2021,5,no,fr
['weekend'],"['très', 'très', 'bel', 'hôtel', 'fan', 'chambre', 'luxueuse', 'très', 'propre', 'personnel', 'très', 'agréable', 'malheureusement', 'restaurant', 'proposés', 'hôtel', 'dignes', 'luxe', 'cet', 'hôtel', 'très', 'dommageable', 'assez', 'spécialité', 'américaine', 'style', 'gros', 'hamburger', 'restaurant', 'downtown', 'apparante', 'plus', 'fastfood', 'buffet', 'hauteur', 'tarif', 'payé', 'malgré', 'accueil', 'chaleureux', 'personnel', 'très', 'agréable', 'impression', 'être', 'buffet', 'goûter', 'newport', 'bay', 'club', 'contre', 'bar', 'skyline', 'magnifique', 'pense', 'retourner', 'restaurant', 'hôtel', 'hôtel', 'luimême', 'oui', 'quel', 'dommage', 'restaurant', 'semigastronomique', 'hauteur', 'cet', 'hôtel']",janv 2022,None, None,janvier 2022,3,no,fr
